,district,price,age,newness,squaremeters
2834, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
2835, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
2836, Beylikdüzü ,899000,4,Sıfır,100 m2
2837, Beylikdüzü ,3389000,4,130 m2,
2838, Bağcılar ,2000000,5-10,İkinci El,120 m2
2839, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
2840, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
2841, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
2842, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
2843, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
2844, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
2845, Beylikdüzü ,899000,4,Sıfır,100 m2
2846, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
2847, Beylikdüzü ,2580000,0 (Yeni),140 m2,
2848, Beylikdüzü ,2450000,0 (Yeni),220 m2,
2849, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
2850, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
2851, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
2852, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
2853, Beylikdüzü ,899000,4,İkinci El,100 m2
2854, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
2855, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
2856, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
2857, Güngören ,2200000,21 Ve Üzeri,130 m2,
2858, Esenyurt ,1750000,4,İkinci El,130 m2
2859, Gaziosmanpaşa ,125000000,5-10,85 m2,
2860, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
2861, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
2862, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
2863, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
2864, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
2865, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
2866, Beylikdüzü ,899000,4,Sıfır,100 m2
2867, Beylikdüzü ,3389000,4,130 m2,
2868, Bağcılar ,2000000,5-10,İkinci El,120 m2
2869, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
2870, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
2871, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
2872, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
2873, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
2874, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
2875, Beylikdüzü ,899000,4,Sıfır,100 m2
2876, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
2877, Beylikdüzü ,2580000,0 (Yeni),140 m2,
2878, Beylikdüzü ,2450000,0 (Yeni),220 m2,
2879, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
2880, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
2881, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
2882, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
2883, Beylikdüzü ,899000,4,İkinci El,100 m2
2884, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
2885, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
2886, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
2887, Güngören ,2200000,21 Ve Üzeri,130 m2,
2888, Esenyurt ,1750000,4,İkinci El,130 m2
2889, Gaziosmanpaşa ,125000000,5-10,85 m2,
2890, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
2891, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
2892, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
2893, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
2894, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
2895, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
2896, Beylikdüzü ,899000,4,Sıfır,100 m2
2897, Beylikdüzü ,3389000,4,130 m2,
2898, Bağcılar ,2000000,5-10,İkinci El,120 m2
2899, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
2900, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
2901, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
2902, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
2903, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
2904, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
2905, Beylikdüzü ,899000,4,Sıfır,100 m2
2906, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
2907, Beylikdüzü ,2580000,0 (Yeni),140 m2,
2908, Beylikdüzü ,2450000,0 (Yeni),220 m2,
2909, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
2910, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
2911, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
2912, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
2913, Beylikdüzü ,899000,4,İkinci El,100 m2
2914, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
2915, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
2916, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
2917, Güngören ,2200000,21 Ve Üzeri,130 m2,
2918, Esenyurt ,1750000,4,İkinci El,130 m2
2919, Gaziosmanpaşa ,125000000,5-10,85 m2,
2920, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
2921, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
2922, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
2923, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
2924, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
2925, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
2926, Beylikdüzü ,899000,4,Sıfır,100 m2
2927, Beylikdüzü ,3389000,4,130 m2,
2928, Bağcılar ,2000000,5-10,İkinci El,120 m2
2929, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
2930, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
2931, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
2932, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
2933, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
2934, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
2935, Beylikdüzü ,899000,4,Sıfır,100 m2
2936, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
2937, Beylikdüzü ,2580000,0 (Yeni),140 m2,
2938, Beylikdüzü ,2450000,0 (Yeni),220 m2,
2939, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
2940, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
2941, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
2942, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
2943, Beylikdüzü ,899000,4,İkinci El,100 m2
2944, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
2945, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
2946, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
2947, Güngören ,2200000,21 Ve Üzeri,130 m2,
2948, Esenyurt ,1750000,4,İkinci El,130 m2
2949, Gaziosmanpaşa ,125000000,5-10,85 m2,
2950, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
2951, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
2952, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
2953, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
2954, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
2955, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
2956, Beylikdüzü ,899000,4,Sıfır,100 m2
2957, Beylikdüzü ,3389000,4,130 m2,
2958, Bağcılar ,2000000,5-10,İkinci El,120 m2
2959, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
2960, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
2961, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
2962, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
2963, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
2964, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
2965, Beylikdüzü ,899000,4,Sıfır,100 m2
2966, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
2967, Beylikdüzü ,2580000,0 (Yeni),140 m2,
2968, Beylikdüzü ,2450000,0 (Yeni),220 m2,
2969, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
2970, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
2971, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
2972, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
2973, Beylikdüzü ,899000,4,İkinci El,100 m2
2974, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
2975, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
2976, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
2977, Güngören ,2200000,21 Ve Üzeri,130 m2,
2978, Esenyurt ,1750000,4,İkinci El,130 m2
2979, Gaziosmanpaşa ,125000000,5-10,85 m2,
2980, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
2981, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
2982, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
2983, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
2984, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
2985, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
2986, Beylikdüzü ,899000,4,Sıfır,100 m2
2987, Beylikdüzü ,3389000,4,130 m2,
2988, Bağcılar ,2000000,5-10,İkinci El,120 m2
2989, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
2990, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
2991, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
2992, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
2993, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
2994, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
2995, Beylikdüzü ,899000,4,Sıfır,100 m2
2996, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
2997, Beylikdüzü ,2580000,0 (Yeni),140 m2,
2998, Beylikdüzü ,2450000,0 (Yeni),220 m2,
2999, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
3000, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
3001, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
3002, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
3003, Beylikdüzü ,899000,4,İkinci El,100 m2
3004, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
3005, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
3006, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
3007, Güngören ,2200000,21 Ve Üzeri,130 m2,
3008, Esenyurt ,1750000,4,İkinci El,130 m2
3009, Gaziosmanpaşa ,125000000,5-10,85 m2,
3010, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
3011, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
3012, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
3013, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
3014, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3015, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
3016, Beylikdüzü ,899000,4,Sıfır,100 m2
3017, Beylikdüzü ,3389000,4,130 m2,
3018, Bağcılar ,2000000,5-10,İkinci El,120 m2
3019, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
3020, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
3021, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
3022, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
3023, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
3024, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3025, Beylikdüzü ,899000,4,Sıfır,100 m2
3026, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
3027, Beylikdüzü ,2580000,0 (Yeni),140 m2,
3028, Beylikdüzü ,2450000,0 (Yeni),220 m2,
3029, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
3030, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
3031, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
3032, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
3033, Beylikdüzü ,899000,4,İkinci El,100 m2
3034, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
3035, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
3036, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
3037, Güngören ,2200000,21 Ve Üzeri,130 m2,
3038, Esenyurt ,1750000,4,İkinci El,130 m2
3039, Gaziosmanpaşa ,125000000,5-10,85 m2,
3040, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
3041, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
3042, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
3043, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
3044, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3045, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
3046, Beylikdüzü ,899000,4,Sıfır,100 m2
3047, Beylikdüzü ,3389000,4,130 m2,
3048, Bağcılar ,2000000,5-10,İkinci El,120 m2
3049, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
3050, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
3051, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
3052, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
3053, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
3054, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3055, Beylikdüzü ,899000,4,Sıfır,100 m2
3056, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
3057, Beylikdüzü ,2580000,0 (Yeni),140 m2,
3058, Beylikdüzü ,2450000,0 (Yeni),220 m2,
3059, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
3060, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
3061, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
3062, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
3063, Beylikdüzü ,899000,4,İkinci El,100 m2
3064, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
3065, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
3066, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
3067, Güngören ,2200000,21 Ve Üzeri,130 m2,
3068, Esenyurt ,1750000,4,İkinci El,130 m2
3069, Gaziosmanpaşa ,125000000,5-10,85 m2,
3070, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
3071, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
3072, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
3073, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
3074, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3075, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
3076, Beylikdüzü ,899000,4,Sıfır,100 m2
3077, Beylikdüzü ,3389000,4,130 m2,
3078, Bağcılar ,2000000,5-10,İkinci El,120 m2
3079, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
3080, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
3081, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
3082, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
3083, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
3084, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3085, Beylikdüzü ,899000,4,Sıfır,100 m2
3086, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
3087, Beylikdüzü ,2580000,0 (Yeni),140 m2,
3088, Beylikdüzü ,2450000,0 (Yeni),220 m2,
3089, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
3090, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
3091, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
3092, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
3093, Beylikdüzü ,899000,4,İkinci El,100 m2
3094, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
3095, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
3096, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
3097, Güngören ,2200000,21 Ve Üzeri,130 m2,
3098, Esenyurt ,1750000,4,İkinci El,130 m2
3099, Gaziosmanpaşa ,125000000,5-10,85 m2,
3100, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
3101, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
3102, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
3103, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
3104, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3105, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
3106, Beylikdüzü ,899000,4,Sıfır,100 m2
3107, Beylikdüzü ,3389000,4,130 m2,
3108, Bağcılar ,2000000,5-10,İkinci El,120 m2
3109, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
3110, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
3111, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
3112, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
3113, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
3114, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3115, Beylikdüzü ,899000,4,Sıfır,100 m2
3116, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
3117, Beylikdüzü ,2580000,0 (Yeni),140 m2,
3118, Beylikdüzü ,2450000,0 (Yeni),220 m2,
3119, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
3120, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
3121, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
3122, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
3123, Beylikdüzü ,899000,4,İkinci El,100 m2
3124, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
3125, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
3126, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
3127, Güngören ,2200000,21 Ve Üzeri,130 m2,
3128, Esenyurt ,1750000,4,İkinci El,130 m2
3129, Gaziosmanpaşa ,125000000,5-10,85 m2,
3130, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
3131, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
3132, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
3133, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
3134, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3135, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
3136, Beylikdüzü ,899000,4,Sıfır,100 m2
3137, Beylikdüzü ,3389000,4,130 m2,
3138, Bağcılar ,2000000,5-10,İkinci El,120 m2
3139, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
3140, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
3141, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
3142, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
3143, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
3144, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3145, Beylikdüzü ,899000,4,Sıfır,100 m2
3146, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
3147, Beylikdüzü ,2580000,0 (Yeni),140 m2,
3148, Beylikdüzü ,2450000,0 (Yeni),220 m2,
3149, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
3150, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
3151, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
3152, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
3153, Beylikdüzü ,899000,4,İkinci El,100 m2
3154, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
3155, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
3156, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
3157, Güngören ,2200000,21 Ve Üzeri,130 m2,
3158, Esenyurt ,1750000,4,İkinci El,130 m2
3159, Gaziosmanpaşa ,125000000,5-10,85 m2,
3160, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
3161, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
3162, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
3163, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
3164, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3165, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
3166, Beylikdüzü ,899000,4,Sıfır,100 m2
3167, Beylikdüzü ,3389000,4,130 m2,
3168, Bağcılar ,2000000,5-10,İkinci El,120 m2
3169, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
3170, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
3171, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
3172, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
3173, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
3174, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3175, Beylikdüzü ,899000,4,Sıfır,100 m2
3176, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
3177, Beylikdüzü ,2580000,0 (Yeni),140 m2,
3178, Beylikdüzü ,2450000,0 (Yeni),220 m2,
3179, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
3180, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
3181, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
3182, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
3183, Beylikdüzü ,899000,4,İkinci El,100 m2
3184, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
3185, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
3186, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
3187, Güngören ,2200000,21 Ve Üzeri,130 m2,
3188, Esenyurt ,1750000,4,İkinci El,130 m2
3189, Gaziosmanpaşa ,125000000,5-10,85 m2,
3190, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
3191, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
3192, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
3193, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
3194, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3195, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
3196, Beylikdüzü ,899000,4,Sıfır,100 m2
3197, Beylikdüzü ,3389000,4,130 m2,
3198, Bağcılar ,2000000,5-10,İkinci El,120 m2
3199, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
3200, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
3201, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
3202, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
3203, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
3204, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3205, Beylikdüzü ,899000,4,Sıfır,100 m2
3206, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
3207, Beylikdüzü ,2580000,0 (Yeni),140 m2,
3208, Beylikdüzü ,2450000,0 (Yeni),220 m2,
3209, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
3210, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
3211, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
3212, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
3213, Beylikdüzü ,899000,4,İkinci El,100 m2
3214, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
3215, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
3216, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
3217, Güngören ,2200000,21 Ve Üzeri,130 m2,
3218, Esenyurt ,1750000,4,İkinci El,130 m2
3219, Gaziosmanpaşa ,125000000,5-10,85 m2,
3220, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
3221, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
3222, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
3223, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
3224, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3225, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
3226, Beylikdüzü ,899000,4,Sıfır,100 m2
3227, Beylikdüzü ,3389000,4,130 m2,
3228, Bağcılar ,2000000,5-10,İkinci El,120 m2
3229, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
3230, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
3231, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
3232, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
3233, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
3234, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3235, Beylikdüzü ,899000,4,Sıfır,100 m2
3236, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
3237, Beylikdüzü ,2580000,0 (Yeni),140 m2,
3238, Beylikdüzü ,2450000,0 (Yeni),220 m2,
3239, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
3240, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
3241, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
3242, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
3243, Beylikdüzü ,899000,4,İkinci El,100 m2
3244, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
3245, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
3246, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
3247, Güngören ,2200000,21 Ve Üzeri,130 m2,
3248, Esenyurt ,1750000,4,İkinci El,130 m2
3249, Gaziosmanpaşa ,125000000,5-10,85 m2,
3250, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
3251, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
3252, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
3253, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
3254, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
3255, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
